FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA
29MAR2021:00:00:00,71 a 80,M,Sputnik,Privado,15,7,
29MAR2021:00:00:00,71 a 80,M,Sputnik,Público,157,5,
29MAR2021:00:00:00,71 a 80,M,Sputnik,Público nacional,1,0,
29MAR2021:00:00:00,81 a 90,F,AstraZeneca,Privado,10,0,
29MAR2021:00:00:00,81 a 90,F,AstraZeneca,Público,264,0,
29MAR2021:00:00:00,81 a 90,F,Sputnik,Privado,190,0,
29MAR2021:00:00:00,81 a 90,F,Sputnik,Público,940,1,
29MAR2021:00:00:00,81 a 90,M,AstraZeneca,Privado,6,0,
29MAR2021:00:00:00,81 a 90,M,AstraZeneca,Público,57,0,
29MAR2021:00:00:00,81 a 90,M,Sputnik,Privado,83,0,
29MAR2021:00:00:00,81 a 90,M,Sputnik,Público,404,2,
29MAR2021:00:00:00,81 a 90,M,Sputnik,Público nacional,0,1,
29MAR2021:00:00:00,91 o mas,F,AstraZeneca,Privado,17,0,
29MAR2021:00:00:00,91 o mas,F,AstraZeneca,Público,207,0,
29MAR2021:00:00:00,91 o mas,F,Sputnik,Privado,45,0,
29MAR2021:00:00:00,91 o mas,F,Sputnik,Público,220,0,
29MAR2021:00:00:00,91 o mas,M,AstraZeneca,Privado,5,0,
29MAR2021:00:00:00,91 o mas,M,AstraZeneca,Público,22,0,
29MAR2021:00:00:00,91 o mas,M,Sputnik,Privado,14,0,
29MAR2021:00:00:00,91 o mas,M,Sputnik,Público,70,0,
30MAR2021:00:00:00,30 o menos,F,Sputnik,Privado,0,32,
30MAR2021:00:00:00,30 o menos,F,Sputnik,Público,188,68,
30MAR2021:00:00:00,30 o menos,F,Sputnik,Público nacional,5,1,
30MAR2021:00:00:00,30 o menos,M,Sputnik,Privado,0,25,
30MAR2021:00:00:00,30 o menos,M,Sputnik,Público,64,27,
30MAR2021:00:00:00,30 o menos,M,Sputnik,Público nacional,3,1,
30MAR2021:00:00:00,31 a 40,F,AstraZeneca,Privado,1,0,
30MAR2021:00:00:00,31 a 40,F,Sputnik,Privado,0,75,
30MAR2021:00:00:00,31 a 40,F,Sputnik,Público,441,133,
30MAR2021:00:00:00,31 a 40,F,Sputnik,Público nacional,3,1,
30MAR2021:00:00:00,31 a 40,M,Sputnik,Privado,0,34,
30MAR2021:00:00:00,31 a 40,M,Sputnik,Público,155,53,
30MAR2021:00:00:00,31 a 40,M,Sputnik,Público nacional,2,1,
30MAR2021:00:00:00,41 a 50,F,Sputnik,Privado,0,62,
30MAR2021:00:00:00,41 a 50,F,Sputnik,Público,364,105,
30MAR2021:00:00:00,41 a 50,F,Sputnik,Público nacional,3,1,
30MAR2021:00:00:00,41 a 50,M,Sputnik,Privado,0,35,
30MAR2021:00:00:00,41 a 50,M,Sputnik,Público,149,40,
30MAR2021:00:00:00,41 a 50,M,Sputnik,Público nacional,3,2,
30MAR2021:00:00:00,51 a 60,F,AstraZeneca,Público,4,0,
30MAR2021:00:00:00,51 a 60,F,Sputnik,Privado,0,36,
30MAR2021:00:00:00,51 a 60,F,Sputnik,Público,2212,116,
30MAR2021:00:00:00,51 a 60,F,Sputnik,Público nacional,2,5,
30MAR2021:00:00:00,51 a 60,M,AstraZeneca,Público,3,0,
30MAR2021:00:00:00,51 a 60,M,Sputnik,Privado,1,17,
30MAR2021:00:00:00,51 a 60,M,Sputnik,Público,980,52,
30MAR2021:00:00:00,61 a 70,F,AstraZeneca,Privado,1,0,
30MAR2021:00:00:00,61 a 70,F,AstraZeneca,Público,41,0,
30MAR2021:00:00:00,61 a 70,F,Sinopharm,Público,1,0,
30MAR2021:00:00:00,61 a 70,F,Sputnik,Privado,1,9,
30MAR2021:00:00:00,61 a 70,F,Sputnik,Público,1074,109,
30MAR2021:00:00:00,61 a 70,F,Sputnik,Público nacional,5,1,
30MAR2021:00:00:00,61 a 70,M,AstraZeneca,Público,23,0,
30MAR2021:00:00:00,61 a 70,M,Sputnik,Privado,0,7,
30MAR2021:00:00:00,61 a 70,M,Sputnik,Público,641,93,
30MAR2021:00:00:00,61 a 70,M,Sputnik,Público nacional,3,0,
30MAR2021:00:00:00,71 a 80,F,AstraZeneca,Privado,9,0,
30MAR2021:00:00:00,71 a 80,F,AstraZeneca,Público,111,0,
30MAR2021:00:00:00,71 a 80,F,Sputnik,Privado,44,1,
30MAR2021:00:00:00,71 a 80,F,Sputnik,Público,489,40,
30MAR2021:00:00:00,71 a 80,M,AstraZeneca,Privado,6,0,
30MAR2021:00:00:00,71 a 80,M,AstraZeneca,Público,30,0,
30MAR2021:00:00:00,71 a 80,M,Sputnik,Privado,16,0,
30MAR2021:00:00:00,71 a 80,M,Sputnik,Público,276,35,
30MAR2021:00:00:00,71 a 80,M,Sputnik,Público nacional,2,3,
30MAR2021:00:00:00,81 a 90,F,AstraZeneca,Privado,21,0,
30MAR2021:00:00:00,81 a 90,F,AstraZeneca,Público,272,0,
30MAR2021:00:00:00,81 a 90,F,Sputnik,Privado,272,0,
30MAR2021:00:00:00,81 a 90,F,Sputnik,Público,471,6,
30MAR2021:00:00:00,81 a 90,M,AstraZeneca,Privado,8,0,
30MAR2021:00:00:00,81 a 90,M,AstraZeneca,Público,47,0,
30MAR2021:00:00:00,81 a 90,M,Sputnik,Privado,92,0,
30MAR2021:00:00:00,81 a 90,M,Sputnik,Público,155,3,
30MAR2021:00:00:00,91 o mas,F,AstraZeneca,Privado,14,0,
30MAR2021:00:00:00,91 o mas,F,AstraZeneca,Público,194,0,
30MAR2021:00:00:00,91 o mas,F,Sputnik,Privado,55,0,
30MAR2021:00:00:00,91 o mas,F,Sputnik,Público,123,0,
30MAR2021:00:00:00,91 o mas,M,AstraZeneca,Privado,6,0,
30MAR2021:00:00:00,91 o mas,M,AstraZeneca,Público,20,0,
30MAR2021:00:00:00,91 o mas,M,Sputnik,Privado,17,0,
30MAR2021:00:00:00,91 o mas,M,Sputnik,Público,20,0,
31MAR2021:00:00:00,30 o menos,F,AstraZeneca,Público,401,0,
31MAR2021:00:00:00,30 o menos,F,Sputnik,Privado,4,69,
31MAR2021:00:00:00,30 o menos,F,Sputnik,Público,10,32,
31MAR2021:00:00:00,30 o menos,F,Sputnik,Público nacional,12,1,
31MAR2021:00:00:00,30 o menos,M,AstraZeneca,Público,147,0,
31MAR2021:00:00:00,30 o menos,M,Sinopharm,Público,2,0,
31MAR2021:00:00:00,30 o menos,M,Sputnik,Privado,3,28,
31MAR2021:00:00:00,30 o menos,M,Sputnik,Público,3,21,
31MAR2021:00:00:00,30 o menos,M,Sputnik,Público nacional,25,0,
31MAR2021:00:00:00,31 a 40,F,AstraZeneca,Público,568,0,
31MAR2021:00:00:00,31 a 40,F,Sinopharm,Público,2,0,
31MAR2021:00:00:00,31 a 40,F,Sputnik,Privado,4,133,
31MAR2021:00:00:00,31 a 40,F,Sputnik,Público,459,61,
31MAR2021:00:00:00,31 a 40,F,Sputnik,Público nacional,10,3,
31MAR2021:00:00:00,31 a 40,M,AstraZeneca,Público,226,0,
31MAR2021:00:00:00,31 a 40,M,Sinopharm,Público,11,0,
31MAR2021:00:00:00,31 a 40,M,Sputnik,Privado,2,55,
31MAR2021:00:00:00,31 a 40,M,Sputnik,Público,156,32,
31MAR2021:00:00:00,31 a 40,M,Sputnik,Público nacional,11,1,
31MAR2021:00:00:00,41 a 50,F,AstraZeneca,Público,488,0,
31MAR2021:00:00:00,41 a 50,F,Sinopharm,Público,2,0,
31MAR2021:00:00:00,41 a 50,F,Sputnik,Privado,2,41,
31MAR2021:00:00:00,41 a 50,F,Sputnik,Público,489,40,
31MAR2021:00:00:00,41 a 50,F,Sputnik,Público nacional,16,2,
31MAR2021:00:00:00,41 a 50,M,AstraZeneca,Público,167,0,
31MAR2021:00:00:00,41 a 50,M,Sinopharm,Público,7,0,
31MAR2021:00:00:00,41 a 50,M,Sputnik,Privado,1,36,
31MAR2021:00:00:00,41 a 50,M,Sputnik,Público,182,24,
31MAR2021:00:00:00,41 a 50,M,Sputnik,Público nacional,14,2,
31MAR2021:00:00:00,51 a 60,F,AstraZeneca,Público,329,0,
31MAR2021:00:00:00,51 a 60,F,Sputnik,Privado,0,42,
31MAR2021:00:00:00,51 a 60,F,Sputnik,Público,41,60,
31MAR2021:00:00:00,51 a 60,F,Sputnik,Público nacional,19,4,
31MAR2021:00:00:00,51 a 60,M,AstraZeneca,Público,145,0,
31MAR2021:00:00:00,51 a 60,M,Sinopharm,Público,9,0,
31MAR2021:00:00:00,51 a 60,M,Sputnik,Privado,1,22,
31MAR2021:00:00:00,51 a 60,M,Sputnik,Público,21,27,
31MAR2021:00:00:00,51 a 60,M,Sputnik,Público nacional,10,1,
31MAR2021:00:00:00,61 a 70,F,AstraZeneca,Público,97,0,
31MAR2021:00:00:00,61 a 70,F,Sputnik,Privado,1,21,
31MAR2021:00:00:00,61 a 70,F,Sputnik,Público,35,57,
31MAR2021:00:00:00,61 a 70,F,Sputnik,Público nacional,6,2,
31MAR2021:00:00:00,61 a 70,M,AstraZeneca,Público,62,0,
31MAR2021:00:00:00,61 a 70,M,Sputnik,Privado,1,28,
31MAR2021:00:00:00,61 a 70,M,Sputnik,Público,21,43,
31MAR2021:00:00:00,61 a 70,M,Sputnik,Público nacional,4,2,
31MAR2021:00:00:00,71 a 80,F,AstraZeneca,Privado,4,0,
31MAR2021:00:00:00,71 a 80,F,AstraZeneca,Público,266,0,
31MAR2021:00:00:00,71 a 80,F,Sinopharm,Privado,4,0,
31MAR2021:00:00:00,71 a 80,F,Sputnik,Privado,85,1,
31MAR2021:00:00:00,71 a 80,F,Sputnik,Público,2788,16,
31MAR2021:00:00:00,71 a 80,F,Sputnik,Público nacional,3,5,
31MAR2021:00:00:00,71 a 80,M,AstraZeneca,Público,130,0,
31MAR2021:00:00:00,71 a 80,M,Sinopharm,Privado,2,0,
31MAR2021:00:00:00,71 a 80,M,Sputnik,Privado,38,14,
31MAR2021:00:00:00,71 a 80,M,Sputnik,Público,1848,11,
31MAR2021:00:00:00,71 a 80,M,Sputnik,Público nacional,0,1,
31MAR2021:00:00:00,81 a 90,F,AstraZeneca,Privado,9,0,
31MAR2021:00:00:00,81 a 90,F,AstraZeneca,Público,761,0,
31MAR2021:00:00:00,81 a 90,F,Sinopharm,Privado,4,0,
31MAR2021:00:00:00,81 a 90,F,Sputnik,Privado,392,0,
31MAR2021:00:00:00,81 a 90,F,Sputnik,Público,128,2,
31MAR2021:00:00:00,81 a 90,M,AstraZeneca,Privado,1,0,
31MAR2021:00:00:00,81 a 90,M,AstraZeneca,Público,241,0,
31MAR2021:00:00:00,81 a 90,M,Sinopharm,Privado,1,0,
31MAR2021:00:00:00,81 a 90,M,Sputnik,Privado,153,0,
31MAR2021:00:00:00,81 a 90,M,Sputnik,Público,65,0,
31MAR2021:00:00:00,81 a 90,M,Sputnik,Público nacional,0,1,
31MAR2021:00:00:00,91 o mas,F,AstraZeneca,Privado,9,0,
31MAR2021:00:00:00,91 o mas,F,AstraZeneca,Público,337,0,
31MAR2021:00:00:00,91 o mas,F,Sinopharm,Privado,1,0,
31MAR2021:00:00:00,91 o mas,F,Sputnik,Privado,102,0,
31MAR2021:00:00:00,91 o mas,F,Sputnik,Público,28,0,
31MAR2021:00:00:00,91 o mas,M,AstraZeneca,Privado,2,0,
31MAR2021:00:00:00,91 o mas,M,AstraZeneca,Público,60,0,
31MAR2021:00:00:00,91 o mas,M,Sputnik,Privado,24,0,
31MAR2021:00:00:00,91 o mas,M,Sputnik,Público,15,0,
01APR2021:00:00:00,30 o menos,F,AstraZeneca,Público,26,0,
01APR2021:00:00:00,30 o menos,F,Sputnik,Privado,0,2,
01APR2021:00:00:00,30 o menos,F,Sputnik,Público,1,0,
01APR2021:00:00:00,30 o menos,M,AstraZeneca,Público,9,0,
01APR2021:00:00:00,30 o menos,M,Sputnik,Privado,0,12,
01APR2021:00:00:00,30 o menos,M,Sputnik,Público,3,0,
01APR2021:00:00:00,31 a 40,F,AstraZeneca,Público,45,0,
01APR2021:00:00:00,31 a 40,F,Sinopharm,Público,1,0,
01APR2021:00:00:00,31 a 40,F,Sputnik,Privado,0,27,
01APR2021:00:00:00,31 a 40,F,Sputnik,Público,11,0,
01APR2021:00:00:00,31 a 40,M,AstraZeneca,Público,7,0,
01APR2021:00:00:00,31 a 40,M,Sputnik,Privado,0,15,
01APR2021:00:00:00,31 a 40,M,Sputnik,Público,4,0,
01APR2021:00:00:00,41 a 50,F,AstraZeneca,Público,211,0,
01APR2021:00:00:00,41 a 50,F,Sputnik,Privado,0,16,
01APR2021:00:00:00,41 a 50,F,Sputnik,Público,807,0,
01APR2021:00:00:00,41 a 50,F,Sputnik,Público nacional,1,0,
01APR2021:00:00:00,41 a 50,M,AstraZeneca,Público,99,0,
01APR2021:00:00:00,41 a 50,M,Sputnik,Privado,0,14,
01APR2021:00:00:00,41 a 50,M,Sputnik,Público,427,0,
01APR2021:00:00:00,51 a 60,F,AstraZeneca,Público,527,0,
01APR2021:00:00:00,51 a 60,F,Sputnik,Privado,0,15,
01APR2021:00:00:00,51 a 60,F,Sputnik,Público,212,0,
01APR2021:00:00:00,51 a 60,M,AstraZeneca,Público,267,0,
01APR2021:00:00:00,51 a 60,M,Sputnik,Privado,0,10,
01APR2021:00:00:00,51 a 60,M,Sputnik,Público,109,0,
01APR2021:00:00:00,61 a 70,F,AstraZeneca,Público,160,0,
01APR2021:00:00:00,61 a 70,F,Sputnik,Privado,15,16,
01APR2021:00:00:00,61 a 70,F,Sputnik,Público,10,0,
01APR2021:00:00:00,61 a 70,M,AstraZeneca,Público,27,0,
01APR2021:00:00:00,61 a 70,M,Sputnik,Privado,16,19,
01APR2021:00:00:00,61 a 70,M,Sputnik,Público,6,0,
01APR2021:00:00:00,71 a 80,F,AstraZeneca,Público,1444,0,
01APR2021:00:00:00,71 a 80,F,Sinopharm,Privado,18,0,
01APR2021:00:00:00,71 a 80,F,Sinopharm,Público,3,0,
01APR2021:00:00:00,71 a 80,F,Sputnik,Privado,112,2,
01APR2021:00:00:00,71 a 80,F,Sputnik,Público,2769,0,
01APR2021:00:00:00,71 a 80,M,AstraZeneca,Público,989,0,
01APR2021:00:00:00,71 a 80,M,Sinopharm,Privado,8,0,
01APR2021:00:00:00,71 a 80,M,Sinopharm,Público,2,0,
01APR2021:00:00:00,71 a 80,M,Sputnik,Privado,67,6,
01APR2021:00:00:00,71 a 80,M,Sputnik,Público,1994,0,
01APR2021:00:00:00,81 a 90,F,AstraZeneca,Privado,1,0,
01APR2021:00:00:00,81 a 90,F,AstraZeneca,Público,812,0,
01APR2021:00:00:00,81 a 90,F,Sinopharm,Privado,4,0,
01APR2021:00:00:00,81 a 90,F,Sinopharm,Público,1,0,
01APR2021:00:00:00,81 a 90,F,Sputnik,Privado,1,0,
01APR2021:00:00:00,81 a 90,F,Sputnik,Público,43,0,
01APR2021:00:00:00,81 a 90,M,AstraZeneca,Público,323,0,
01APR2021:00:00:00,81 a 90,M,Sinopharm,Privado,3,0,
01APR2021:00:00:00,81 a 90,M,Sputnik,Privado,4,0,
01APR2021:00:00:00,81 a 90,M,Sputnik,Público,20,0,
01APR2021:00:00:00,91 o mas,F,AstraZeneca,Público,248,0,
01APR2021:00:00:00,91 o mas,F,Sinopharm,Privado,3,0,
01APR2021:00:00:00,91 o mas,F,Sputnik,Privado,1,0,
01APR2021:00:00:00,91 o mas,F,Sputnik,Público,14,0,
01APR2021:00:00:00,91 o mas,M,AstraZeneca,Público,58,0,
24MAR2021:00:00:00,81 a 90,F,AstraZeneca,Privado,1,0,
24MAR2021:00:00:00,81 a 90,F,Sputnik,Privado,2,0,
24MAR2021:00:00:00,81 a 90,F,Sputnik,Público,2263,4,
24MAR2021:00:00:00,81 a 90,M,Sputnik,Público,1052,4,
24MAR2021:00:00:00,91 o mas,F,Sputnik,Público,502,0,
24MAR2021:00:00:00,91 o mas,M,Sputnik,Privado,1,0,
24MAR2021:00:00:00,91 o mas,M,Sputnik,Público,156,0,
25MAR2021:00:00:00,30 o menos,F,Sinopharm,Público,127,0,
25MAR2021:00:00:00,30 o menos,F,Sputnik,Privado,5,102,
25MAR2021:00:00:00,30 o menos,F,Sputnik,Público,1,54,
25MAR2021:00:00:00,30 o menos,F,Sputnik,Público nacional,7,1,
25MAR2021:00:00:00,30 o menos,M,Sinopharm,Público,40,0,
25MAR2021:00:00:00,30 o menos,M,Sputnik,Privado,1,50,
25MAR2021:00:00:00,30 o menos,M,Sputnik,Público,0,36,
25MAR2021:00:00:00,30 o menos,M,Sputnik,Público nacional,2,1,
25MAR2021:00:00:00,31 a 40,F,Sinopharm,Público,247,0,
25MAR2021:00:00:00,31 a 40,F,Sputnik,Privado,5,204,
25MAR2021:00:00:00,31 a 40,F,Sputnik,Público,1,80,
25MAR2021:00:00:00,31 a 40,F,Sputnik,Público nacional,9,11,
25MAR2021:00:00:00,31 a 40,M,Sinopharm,Público,84,0,
25MAR2021:00:00:00,31 a 40,M,Sputnik,Privado,3,117,
25MAR2021:00:00:00,31 a 40,M,Sputnik,Público,0,46,
25MAR2021:00:00:00,31 a 40,M,Sputnik,Público nacional,5,2,
25MAR2021:00:00:00,41 a 50,F,Sinopharm,Público,220,0,
25MAR2021:00:00:00,41 a 50,F,Sputnik,Privado,2,149,
25MAR2021:00:00:00,41 a 50,F,Sputnik,Público,1,48,
25MAR2021:00:00:00,41 a 50,F,Sputnik,Público nacional,7,7,
25MAR2021:00:00:00,41 a 50,M,Sinopharm,Público,102,0,
25MAR2021:00:00:00,41 a 50,M,Sputnik,Privado,5,85,
25MAR2021:00:00:00,41 a 50,M,Sputnik,Público,0,44,
25MAR2021:00:00:00,41 a 50,M,Sputnik,Público nacional,5,4,
25MAR2021:00:00:00,51 a 60,F,Sinopharm,Público,163,0,
25MAR2021:00:00:00,51 a 60,F,Sputnik,Privado,6,77,
25MAR2021:00:00:00,51 a 60,F,Sputnik,Público,3,51,
25MAR2021:00:00:00,51 a 60,F,Sputnik,Público nacional,7,10,
25MAR2021:00:00:00,51 a 60,M,AstraZeneca,Público,1,0,
25MAR2021:00:00:00,51 a 60,M,Sinopharm,Público,70,0,
25MAR2021:00:00:00,51 a 60,M,Sputnik,Privado,7,48,
25MAR2021:00:00:00,51 a 60,M,Sputnik,Público,2,23,
25MAR2021:00:00:00,51 a 60,M,Sputnik,Público nacional,5,6,
25MAR2021:00:00:00,61 a 70,F,AstraZeneca,Público,6,0,
25MAR2021:00:00:00,61 a 70,F,Sputnik,Privado,9,21,
25MAR2021:00:00:00,61 a 70,F,Sputnik,Público,75,35,
25MAR2021:00:00:00,61 a 70,F,Sputnik,Público nacional,2,7,
25MAR2021:00:00:00,61 a 70,M,AstraZeneca,Público,4,0,
25MAR2021:00:00:00,61 a 70,M,Sputnik,Privado,7,20,
25MAR2021:00:00:00,61 a 70,M,Sputnik,Público,32,25,
25MAR2021:00:00:00,61 a 70,M,Sputnik,Público nacional,1,4,
25MAR2021:00:00:00,71 a 80,F,AstraZeneca,Privado,1,0,
25MAR2021:00:00:00,71 a 80,F,AstraZeneca,Público,19,0,
25MAR2021:00:00:00,71 a 80,F,Sputnik,Privado,86,2,
25MAR2021:00:00:00,71 a 80,F,Sputnik,Público,327,23,
25MAR2021:00:00:00,71 a 80,F,Sputnik,Público nacional,1,1,
25MAR2021:00:00:00,71 a 80,M,AstraZeneca,Público,18,0,
25MAR2021:00:00:00,71 a 80,M,Sputnik,Privado,56,1,
25MAR2021:00:00:00,71 a 80,M,Sputnik,Público,192,36,
25MAR2021:00:00:00,71 a 80,M,Sputnik,Público nacional,0,2,
25MAR2021:00:00:00,81 a 90,F,AstraZeneca,Privado,8,0,
25MAR2021:00:00:00,81 a 90,F,AstraZeneca,Público,40,0,
25MAR2021:00:00:00,81 a 90,F,Sputnik,Privado,249,0,
25MAR2021:00:00:00,81 a 90,F,Sputnik,Público,1350,5,
25MAR2021:00:00:00,81 a 90,M,AstraZeneca,Privado,3,0,
25MAR2021:00:00:00,81 a 90,M,AstraZeneca,Público,7,0,
25MAR2021:00:00:00,81 a 90,M,Sputnik,Privado,98,2,
25MAR2021:00:00:00,81 a 90,M,Sputnik,Público,665,14,
25MAR2021:00:00:00,91 o mas,F,AstraZeneca,Privado,8,0,
25MAR2021:00:00:00,91 o mas,F,AstraZeneca,Público,34,0,
25MAR2021:00:00:00,91 o mas,F,Sputnik,Privado,56,0,
25MAR2021:00:00:00,91 o mas,F,Sputnik,Público,309,0,
25MAR2021:00:00:00,91 o mas,M,AstraZeneca,Privado,3,0,
25MAR2021:00:00:00,91 o mas,M,AstraZeneca,Público,4,0,
25MAR2021:00:00:00,91 o mas,M,Sputnik,Privado,29,0,
25MAR2021:00:00:00,91 o mas,M,Sputnik,Público,81,4,
26MAR2021:00:00:00,30 o menos,F,Sinopharm,Público,4,0,
26MAR2021:00:00:00,30 o menos,F,Sputnik,Privado,1,55,
26MAR2021:00:00:00,30 o menos,F,Sputnik,Público,2,31,
26MAR2021:00:00:00,30 o menos,M,Sinopharm,Público,2,0,
26MAR2021:00:00:00,30 o menos,M,Sputnik,Privado,0,14,
26MAR2021:00:00:00,30 o menos,M,Sputnik,Público,0,18,
26MAR2021:00:00:00,31 a 40,F,AstraZeneca,Público,1,0,
26MAR2021:00:00:00,31 a 40,F,Sinopharm,Público,9,0,
26MAR2021:00:00:00,31 a 40,F,Sputnik,Privado,5,105,
26MAR2021:00:00:00,31 a 40,F,Sputnik,Público,6,60,
26MAR2021:00:00:00,31 a 40,F,Sputnik,Público nacional,4,6,
26MAR2021:00:00:00,31 a 40,M,Sinopharm,Público,1,0,
26MAR2021:00:00:00,31 a 40,M,Sputnik,Privado,0,65,
26MAR2021:00:00:00,31 a 40,M,Sputnik,Público,2,31,
26MAR2021:00:00:00,31 a 40,M,Sputnik,Público nacional,5,5,
26MAR2021:00:00:00,41 a 50,F,Sinopharm,Público,6,0,
26MAR2021:00:00:00,41 a 50,F,Sputnik,Privado,6,89,
26MAR2021:00:00:00,41 a 50,F,Sputnik,Público,3,56,
26MAR2021:00:00:00,41 a 50,F,Sputnik,Público nacional,4,7,
26MAR2021:00:00:00,41 a 50,M,Sinopharm,Público,1,0,
26MAR2021:00:00:00,41 a 50,M,Sputnik,Privado,2,46,
26MAR2021:00:00:00,41 a 50,M,Sputnik,Público,1,21,
26MAR2021:00:00:00,41 a 50,M,Sputnik,Público nacional,2,3,
26MAR2021:00:00:00,51 a 60,F,AstraZeneca,Público,6,0,
26MAR2021:00:00:00,51 a 60,F,Sinopharm,Público,3,0,
26MAR2021:00:00:00,51 a 60,F,Sputnik,Privado,3,56,
26MAR2021:00:00:00,51 a 60,F,Sputnik,Público,3,56,
26MAR2021:00:00:00,51 a 60,F,Sputnik,Público nacional,4,7,
26MAR2021:00:00:00,51 a 60,M,AstraZeneca,Público,3,0,
26MAR2021:00:00:00,51 a 60,M,Sputnik,Privado,3,31,
26MAR2021:00:00:00,51 a 60,M,Sputnik,Público,2,36,
26MAR2021:00:00:00,51 a 60,M,Sputnik,Público nacional,6,5,
26MAR2021:00:00:00,61 a 70,F,AstraZeneca,Público,30,0,
26MAR2021:00:00:00,61 a 70,F,Sputnik,Privado,0,29,
26MAR2021:00:00:00,61 a 70,F,Sputnik,Público,43,271,
26MAR2021:00:00:00,61 a 70,F,Sputnik,Público nacional,5,6,
26MAR2021:00:00:00,61 a 70,M,AstraZeneca,Público,19,0,
26MAR2021:00:00:00,61 a 70,M,Sputnik,Privado,1,18,
26MAR2021:00:00:00,61 a 70,M,Sputnik,Público,7,70,
26MAR2021:00:00:00,61 a 70,M,Sputnik,Público nacional,2,3,
26MAR2021:00:00:00,71 a 80,F,AstraZeneca,Privado,5,0,
26MAR2021:00:00:00,71 a 80,F,AstraZeneca,Público,95,0,
26MAR2021:00:00:00,71 a 80,F,Sputnik,Privado,48,6,
26MAR2021:00:00:00,71 a 80,F,Sputnik,Público,113,127,
26MAR2021:00:00:00,71 a 80,M,AstraZeneca,Público,55,0,
26MAR2021:00:00:00,71 a 80,M,Sputnik,Privado,11,4,
26MAR2021:00:00:00,71 a 80,M,Sputnik,Público,59,51,
26MAR2021:00:00:00,71 a 80,M,Sputnik,Público nacional,0,2,
26MAR2021:00:00:00,81 a 90,F,AstraZeneca,Privado,23,0,
26MAR2021:00:00:00,81 a 90,F,AstraZeneca,Público,229,0,
26MAR2021:00:00:00,81 a 90,F,Sputnik,Privado,250,0,
26MAR2021:00:00:00,81 a 90,F,Sputnik,Público,419,6,
26MAR2021:00:00:00,81 a 90,M,AstraZeneca,Privado,5,0,
26MAR2021:00:00:00,81 a 90,M,AstraZeneca,Público,51,0,
26MAR2021:00:00:00,81 a 90,M,Sputnik,Privado,124,1,
26MAR2021:00:00:00,81 a 90,M,Sputnik,Público,226,7,
26MAR2021:00:00:00,91 o mas,F,AstraZeneca,Privado,17,0,
26MAR2021:00:00:00,91 o mas,F,AstraZeneca,Público,141,0,
26MAR2021:00:00:00,91 o mas,F,Sputnik,Privado,70,0,
26MAR2021:00:00:00,91 o mas,F,Sputnik,Público,91,0,
26MAR2021:00:00:00,91 o mas,M,AstraZeneca,Privado,6,0,
26MAR2021:00:00:00,91 o mas,M,AstraZeneca,Público,15,0,
26MAR2021:00:00:00,91 o mas,M,Sputnik,Privado,21,0,
26MAR2021:00:00:00,91 o mas,M,Sputnik,Público,40,0,
27MAR2021:00:00:00,30 o menos,F,Sputnik,Público,4,2,
27MAR2021:00:00:00,30 o menos,M,Sputnik,Privado,0,1,
27MAR2021:00:00:00,30 o menos,M,Sputnik,Público,1,0,
27MAR2021:00:00:00,31 a 40,F,Sputnik,Público,4,11,
27MAR2021:00:00:00,31 a 40,M,Sputnik,Privado,0,1,
27MAR2021:00:00:00,31 a 40,M,Sputnik,Público,2,2,
27MAR2021:00:00:00,41 a 50,F,AstraZeneca,Público,2,0,
27MAR2021:00:00:00,41 a 50,F,Sputnik,Privado,0,2,
27MAR2021:00:00:00,41 a 50,F,Sputnik,Público,1,7,
27MAR2021:00:00:00,41 a 50,M,Sputnik,Público,0,3,
27MAR2021:00:00:00,51 a 60,F,AstraZeneca,Público,9,0,
27MAR2021:00:00:00,51 a 60,F,Sputnik,Privado,0,1,
27MAR2021:00:00:00,51 a 60,F,Sputnik,Público,2,8,
27MAR2021:00:00:00,51 a 60,F,Sputnik,Público nacional,0,2,
27MAR2021:00:00:00,51 a 60,M,AstraZeneca,Público,2,0,
01APR2021:00:00:00,91 o mas,M,Sputnik,Público,8,0,
02APR2021:00:00:00,30 o menos,F,AstraZeneca,Público,1,0,
02APR2021:00:00:00,30 o menos,F,Sputnik,Público,2,0,
02APR2021:00:00:00,30 o menos,M,Sputnik,Público,1,0,
02APR2021:00:00:00,31 a 40,F,AstraZeneca,Público,3,0,
02APR2021:00:00:00,31 a 40,F,Sputnik,Público,3,0,
02APR2021:00:00:00,31 a 40,M,Sputnik,Público,2,0,
02APR2021:00:00:00,41 a 50,F,AstraZeneca,Público,764,0,
02APR2021:00:00:00,41 a 50,F,Sinopharm,Público,1,0,
02APR2021:00:00:00,41 a 50,F,Sputnik,Público,970,0,
02APR2021:00:00:00,41 a 50,M,AstraZeneca,Público,412,0,
02APR2021:00:00:00,41 a 50,M,Sputnik,Público,499,0,
02APR2021:00:00:00,51 a 60,F,AstraZeneca,Público,4,0,
02APR2021:00:00:00,51 a 60,F,Sinopharm,Público,1,0,
02APR2021:00:00:00,51 a 60,F,Sputnik,Público,9,0,
02APR2021:00:00:00,51 a 60,M,AstraZeneca,Público,4,0,
02APR2021:00:00:00,51 a 60,M,Sinopharm,Público,1,0,
